O,O3,NO,NO2,NO3,O1D,N2O5,OH,HO2,H2,CO,H2O2,HONO,HNO3,HO2NO2,SO2,SO3,HSO3,NA,SA,CL,CH4,CH3O2,CH3OOH,HCHO,CH3NO3,CH3O,CH3O2NO2,CH3OH,t
1.3642967753235298e-5,1922.4918123782707,9159.120446790157,360404.17446181213,1.112281539034578,1.1443831087901205e-9,35.87650063390887,0.3191681010452205,3.1567975358949627,2.367964964836177e10,6.361829454899423e8,2.14239981238597e7,1.9932900117435714e6,166541.012807176,26.27211130051338,1.603707732870973e8,0.002259868136141172,4.6405907408053146e-7,Inf,Inf,NaN,2.445252672549899e10,1.6816121317756356,1.3794575182256814e7,1.1176941359235e7,1.9394108254466164e8,0.00010729246804419515,1.0521225354162484,1.6396078135299808e8,-210.0
1.3655481642529186e-5,2065.3385464932962,6854.197640789173,345351.77349682455,1.1897989059305374,1.1430632714150515e-9,35.47742571939972,0.31874855700246063,3.3593377590067526,1.944242681944175e10,5.234968710836392e8,1.811157265905306e7,1.900991460072932e6,166534.88906185236,25.9769402401326,1.3200639527853023e8,0.0022273630327917567,4.6392850885046167e-7,Inf,Inf,NaN,2.0085555838819897e10,1.7190601468481688,1.141074409218128e7,9.71517463248105e6,1.9436266442852867e8,0.00010717877125121305,1.0410658658471228,1.348673093704527e8,-195.0
1.364896215744239e-5,2096.398536582087,5554.67318625339,340653.5856861606,1.2002958886108133,1.1429559719230744e-9,35.52801585852835,0.3275089528614747,3.3806564684456,2.0691692297892044e10,5.569381053923272e8,2.7386817642387398e7,2.402753303989599e6,166562.2969447621,26.01272605128142,1.4043249197274745e8,NaN,NaN,Inf,Inf,0.19578903644967185,2.1374964166237816e10,1.700053498086532,1.2127328401959904e7,1.0296003018903809e7,2.6747989004744047e8,0.0001071743188115191,1.042416428642476,1.43499209669689e8,-180.0
1.3635987914837695e-5,2007.369618438931,4802.83646036162,328826.05542632507,1.1536837135297062,1.1427969088348304e-9,35.679041926552316,0.32258116463896935,3.258658376043279,1.907245879602726e10,5.1286514802930015e8,2.3202471747186482e7,2.2090911042174175e6,166554.09860931584,26.121677268291393,1.2930273103257276e8,0.0022343413623416492,4.637733034464041e-7,Inf,Inf,NaN,1.9699046581885292e10,1.6742790747857283,1.1197640269526342e7,9.636718592264391e6,2.4368238420968342e8,0.00010718573298992293,1.0465145828681417,1.3217729476015116e8,-165.0
1.3636735787092187e-5,2000.5666223583344,3258.312646940841,304342.982543921,1.1505615845779182,1.1429416040267629e-9,35.514266538775296,0.3176999274129034,3.246329843397641,1.3909417888996342e10,3.7434642073118925e8,1.5419671990035359e7,1.9449151973623617e6,166526.33978722338,25.998359351566315,9.439158075255518e7,0.0022393982195691095,4.6364483462132874e-7,Inf,Inf,0.19549721763968214,1.4368902430499784e10,1.6546665684993622,8.244636878621037e6,7.69016938000235e6,2.0267718869586328e8,0.00010712169125728223,1.041903337199481,9.64683731566399e7,-150.0
1.3627674834408894e-5,1948.2428724075173,2268.6554233048055,280222.0885451637,1.117067707941473,1.142806177734451e-9,35.68386880399624,0.31919421775389134,3.1513728868428665,1.354125126170688e10,3.640764479446611e8,2.6007052357116967e7,2.288384524534013e6,166533.05740164546,26.122523642406343,9.178926029919197e7,NaN,NaN,Inf,Inf,0.19581932637958321,1.3986026489781479e10,1.6063456878362814,8.023907856852071e6,7.548725414986982e6,2.2370201378103352e8,0.00010715569938926539,1.0465627389317045,9.384178255187774e7,-135.0
1.3617545218754611e-5,1897.4142278999686,1708.6181750614492,254794.5486774711,1.0866074468250206,1.1424876442544648e-9,35.86819953177475,0.3110001011712959,3.061215571188089,1.1048428894620012e10,2.967331918633106e8,1.6918213406555302e7,1.9772869608138194e6,166514.00218138224,26.25736143944997,7.47997259334866e7,0.0022398066551544676,4.636240197141158e-7,Inf,Inf,0.19634972070844997,1.1409076840371372e10,1.5466410746373263,6.566039591084883e6,6.443021284189527e6,2.0289275384069e8,0.00010719119965612702,1.051621999915351,7.65018076168612e7,-120.0
1.3616944692915391e-5,1764.160560142127,1870.4405050665678,258828.25345573362,1.014934932908542,1.1426029046711384e-9,35.78419900087146,0.30732369861873193,2.866943402606352,9.82369272827419e9,2.639494634202675e8,1.496314337958661e7,1.9829426536283907e6,166491.22655890885,26.194169034177808,6.653986918732761e7,0.0022440866100546103,4.63542540089262e-7,Inf,Inf,0.19671633928479618,1.0145260925753069e10,1.4767189308745479,5.848650933757324e6,5.827215453859873e6,1.7287977890853086e8,0.00010715499630008224,1.0492618796149331,6.8047256004857e7,-105.0
1.3615833241504497e-5,1604.5637435727892,2061.658182365398,276344.56525287963,0.926372798977606,1.1422192308923723e-9,35.71334102910934,0.30122962194644215,2.6286233069465346,1.295994934580561e10,3.483357385984873e8,2.2071390870241124e7,2.1954208669926687e6,166538.7957460939,26.14067981481848,8.781756618206394e7,0.002237816136178731,4.63463500981962e-7,Inf,Inf,0.196911274275381,1.3385180194819666e10,1.4005268764476277,7.695084058063892e6,7.393587975867811e6,2.4913598587241113e8,0.00010712207506865903,1.0472645561630076,8.980036978168105e7,-90.0
1.3620723490798338e-5,1542.0980184475704,3212.991651618273,309620.927899007,0.8920875624583113,1.1422479753731195e-9,35.51905337626582,0.29341147390373296,2.5328680527678604,1.6307665058452688e10,4.3877880818612474e8,2.423500140407477e7,2.3546281001695455e6,166519.2190501102,25.996654791984074,1.1063547473590071e8,NaN,NaN,Inf,Inf,NaN,1.6846231587950401e10,1.354464229755305,9.629372282888273e6,8.697584178040646e6,1.7571364205991438e8,0.00010706210613494952,1.041870537347754,1.130972718853705e8,-75.0
1.362590164773929e-5,1396.8978428149976,3931.8074435530916,337541.5851918233,0.8098217762179833,1.1425351985329685e-9,35.38729467480836,0.2814423418839307,2.3059673217395407,2.394936136583783e10,6.448700381187936e8,4.491789873551406e7,2.6820500429324745e6,166576.49795718218,25.899608781480545,1.6261685117954773e8,0.002241460337681398,4.633539665216623e-7,Inf,Inf,0.19612451783376297,2.4743802708968754e10,1.2608667676496577,1.405013198052865e7,1.1841978321020687e7,3.0917806278624874e8,0.00010702839844271104,1.0382311361328551,1.6619487741996077e8,-60.0
1.3601848284320551e-5,1243.1154524443866,3052.80079459389,322441.3900258655,0.7235771553087736,1.1416750402598616e-9,35.8161088970827,0.27089276858655453,2.0680126517058306,2.360334821247003e10,6.339499212769499e8,3.546092596031346e7,2.525257811701725e6,166562.98360054402,26.213075988870838,1.59806539676256e8,0.002235928221598507,4.633157114204271e-7,Inf,Inf,NaN,2.437508049968607e10,1.1670713469679397,1.3818737903447455e7,1.1817731563921878e7,2.5070876033968952e8,0.00010710978226507328,1.0499972428271427,1.6347108566460544e8,-45.0
1.3607806840874837e-5,1247.9107968580327,2649.6118676381584,311468.6055334323,0.7260480483773619,1.1416879583568217e-9,35.59617982393425,0.27067479303285424,2.0732602052711613,2.3150109920696014e10,6.225232644072958e8,3.3799333872982696e7,2.59965852469717e6,166561.2999165271,26.050195148570854,1.5695313115001893e8,0.002234742875900357,4.632286260834392e-7,Inf,Inf,NaN,2.3912624323719185e10,1.1610526202484355,1.3573388703775765e7,1.1639877868226338e7,2.4760649281354746e8,0.00010704376888079811,1.0438972356428908,1.6049292068455192e8,-30.0
1.3595460867744247e-5,963.097163116158,2557.2768380688067,313113.81676948315,0.5696222136140904,1.1407217554270597e-9,35.735194358671066,0.2606180452925116,1.6491167663837005,2.4466450096139603e10,6.573395413187228e8,3.612435945604055e7,2.6476590142631424e6,166560.88883440132,26.150283145974566,1.6571128189417207e8,NaN,NaN,Inf,Inf,0.19763321050481739,2.52685307358514e10,1.041285291850601,1.4313633822519293e7,1.2160677855177794e7,2.417033035477281e8,0.00010705247033308622,1.0476629124966115,1.6950983135983393e8,-15.0
1.3596543180453322e-5,827.9651139297093,2509.516603672381,317587.2188478881,0.49228302417963277,1.141108268137488e-9,35.67868061221041,0.25489753911592644,1.4316219312776761,3.173315685585015e10,8.528315311273564e8,4.793257428547873e7,2.8020796928274985e6,166575.6783622464,26.108291126423364,2.150019716375091e8,NaN,NaN,Inf,Inf,0.19891343856858876,3.2775430928213795e10,0.9432909209817976,1.8451749284995683e7,1.4768626967170117e7,2.7239117424216783e8,0.00010703382788436365,1.0460909758786054,2.1991200699484438e8,0.0
1.3597931251482722e-5,828.8628228887547,1857.1053012863106,285923.3383873333,0.4922850597481391,1.140939421066282e-9,35.48300271465808,0.2517540962166692,1.429500430681891,2.6651516718339928e10,7.169890704506134e8,4.188666037876426e7,2.688871150850448e6,166564.64955382777,25.96209677850406,1.807827680346843e8,0.002228477314512451,4.629655493824489e-7,Inf,Inf,0.19982431633757355,2.753261999359622e10,0.9280957742518646,1.5581859452824928e7,1.296840872678756e7,2.4514546330632147e8,0.00010695980491057364,1.04062229418288,1.8486082553055033e8,15.0
1.3599369191841855e-5,840.3748321370539,2560.9412388664364,315091.2267290224,0.49915484805797095,1.1411106803669238e-9,35.60047377382204,0.2559494781358364,1.450057064775545,3.2811641869358574e10,8.822020186661e8,4.722652378388708e7,2.7596884879380083e6,166572.01219944374,26.050615481881696,2.2241993964654392e8,0.002229159402563695,4.6309030643653473e-7,Inf,Inf,0.20051819115983668,3.389217210904268e10,0.9453124816321685,1.902162661574366e7,1.4813077579494497e7,2.5676546827391177e8,0.00010701304211717172,1.043929244413564,2.2746733743735772e8,30.0
1.3611566604192258e-5,861.3272077267242,2455.763819833361,289981.8940314984,0.5122302123704271,1.1411489809438027e-9,35.47332391646507,0.2513993376792485,1.4868299501947981,1.59351422474495e10,4.287989097317942e8,1.8342524684515186e7,2.124922205413817e6,166474.75575004195,25.95935212565327,1.0812131450537676e8,0.002222062808442643,4.631869105094583e-7,Inf,Inf,0.20148515002343145,1.6462177098702057e10,0.9611935250739464,9.40784087436912e6,8.496264073684473e6,1.2349285636235689e8,0.0001070083710788455,1.0404934552750837,1.1053590224601765e8,45.0
1.3610072395016241e-5,906.0119076722174,2203.537706480739,289993.95937524014,0.5362558733657606,1.141229943239329e-9,35.62693619365725,0.25587532215517744,1.5523437517591698,1.8614229618468006e10,5.0048849596946985e8,2.7750140029034406e7,2.4689716193260583e6,166504.73566192834,26.07400516302217,1.2618275191239439e8,NaN,NaN,Inf,Inf,0.2022215320392051,1.9226722886097454e10,0.9788808735622171,1.0973469703676496e7,9.853099074698623e6,1.4755791660516715e8,0.0001070650294079219,1.044783072501811,1.2902920861306939e8,60.0
1.361439175779233e-5,944.3405875065608,1995.383133522314,285327.94445716613,0.5576283573904205,1.1417169439664937e-9,35.5682622087533,0.25575745172517256,1.6113570721035417,2.028740074736288e10,5.456724276207567e8,3.2343253767973024e7,2.5597430894503137e6,166531.1894586741,26.03145869840694,1.3758114715497723e8,0.0022304248199016582,NaN,Inf,Inf,0.20286093299915803,2.0956274474053146e10,0.9995203093538441,1.1950884527638212e7,1.064112666365768e7,1.830935512967785e8,0.00010705785694136317,1.0431839342934408,1.4066529432343832e8,75.0
1.3621075029993688e-5,979.4449959214994,1637.474968208844,266828.0827722305,0.5775343429797133,1.1409492226523287e-9,35.38203301100578,0.2557394360611308,1.6657535576196685,1.656052405426595e10,4.458963074192697e8,2.7856031161397077e7,2.5011364358513453e6,166513.62091135173,25.894072475831063,1.124414101484136e8,0.0022116055919885764,4.6326860384865714e-7,Inf,Inf,0.20352005543638343,1.710994416783684e10,1.0154677511247991,9.820488955597838e6,9.194029197684422e6,1.6435292180495438e8,0.00010700777518634158,1.0380336369105498,1.1492284619371067e8,90.0
1.3617048332898451e-5,1009.7626968851936,1392.1658315717991,249694.9958103785,0.593712971332319,1.1417437549465676e-9,35.51340219391777,0.259611668360828,1.7089479191837924,1.4522824039751976e10,3.907460425421433e8,2.606844770349021e7,2.4465160772630083e6,166504.6082363534,25.991209400150844,9.852399654981138e7,0.002229689007383474,4.633136819023129e-7,Inf,Inf,0.20410863064399354,1.5002524504178007e10,1.024027534878918,8.626574625399044e6,8.295788313742343e6,1.6036782292383987e8,0.00010704579919529625,1.0416741132225769,1.0072127273473303e8,105.0
1.3599165331758405e-5,1095.8261939110514,1380.2802014436559,245922.27967844796,0.6406799063388392,1.1412341905305649e-9,35.85890621796065,0.25932081576089494,1.8363131147060443,1.190619008780062e10,3.197006991946683e8,2.1214180195359364e7,2.3459310950261485e6,166468.28603800535,26.244252093069413,8.058784178091691e7,0.002227991136770089,4.6330709462359363e-7,Inf,Inf,0.20477628241504497,1.229491114147109e10,1.0622400172542645,7.083527323262401e6,7.067875222059139e6,1.2923938423719881e8,0.00010711675159138668,1.0511681378026838,8.244325359258235e7,120.0
1.3613866893211905e-5,1111.7558783414602,1037.334944812518,215669.94109156958,0.6486357087236733,1.1411867792511544e-9,35.52068774282192,0.25891769486350086,1.854666964402866,9.71173816091282e9,2.6127894571845472e8,1.9679433140641384e7,2.2383454912098157e6,166462.57539442973,25.995604419859912,6.587929181323679e7,NaN,NaN,Inf,Inf,0.20508562613739623,1.0032440142748394e10,1.0510462912554808,5.807001165125393e6,5.979396577493568e6,1.3603130097628886e8,0.00010703652723031236,1.0418451067892398,6.735214645660542e7,135.0
1.361769939150559e-5,1141.806819865207,1007.0275709663117,211139.24677193954,0.660561980568406,1.1407906847932516e-9,35.25856636356659,0.2486231107903414,1.8752796362455237,1.0029119004576897e10,2.70194207163224e8,2.0197374092099667e7,2.265273320690068e6,166463.7053403752,25.800418016829173,6.81410007929484e7,0.0022128305785972958,4.6310579831233697e-7,Inf,Inf,0.20534803580971295,1.0363212978436234e10,1.0032397315413928,5.998582981743346e6,6.107586690092097e6,1.360355650694364e8,0.00010694443550167076,1.0345374813852837,6.963692634018911e7,150.0
1.3592111516475433e-5,1714.2723811449823,1025.5404510107237,207789.4905793713,0.9609797140075721,1.141580094955694e-9,35.73454005110766,0.26717275529632273,2.663154244259693,8.58688354162321e9,2.3069323895339987e8,1.7339094033814885e7,2.180572239824717e6,166432.9392712701,26.148652211105702,5.8156511341357715e7,NaN,NaN,Inf,Inf,0.20575716717966575,8.868386294050812e9,1.205511356431378,5.13267957529289e6,5.363172401895767e6,1.18068786235414e8,0.00010703936966424354,1.0476095467811921,5.949212800907096e7,165.0
1.3608060475850123e-5,1734.9500502769015,1050.0806470909054,209591.18181456588,0.9745126524353986,1.1407366512169633e-9,35.424076620401905,0.2664463351820163,2.7043121926257805,9.19491073227209e9,2.4747556383720526e8,1.948186797805054e7,2.2500967777193063e6,166462.74207114123,25.921265016692505,6.240307483900153e7,0.002216889472867104,4.6308561561661693e-7,Inf,Inf,0.2058708734429513,9.49951316474545e9,1.2335371733594656,5.506422317983899e6,5.746285549139955e6,1.411298412109846e8,0.00010697482763752978,1.0390765531833712,6.379568033246567e7,180.0
1.360429221076033e-5,1695.655049549886,848.3560733158954,192437.31219567265,0.955188460650266,1.1419004554050013e-9,35.40288973488391,0.2683800183761426,2.6584107481957036,9.69458698691197e9,2.6093803153410396e8,2.299243089946223e7,2.357186941910279e6,166501.29457834526,25.904141124696466,6.579849520033927e7,NaN,NaN,Inf,Inf,0.2058793909899014,1.0015961144912172e10,1.2363371080113592,5.805952126735236e6,6.081549169508558e6,1.9555902321225885e8,0.0001069516687382347,1.038443373771577,6.726879985812949e7,195.0
1.3597294890497424e-5,1733.9655505845403,689.0569233828278,169922.2538237381,0.9805175725859817,1.1417238368260226e-9,35.66104375005573,0.2782456512489301,2.7357261716809256,7.059621130722077e9,1.8974697354227647e8,1.6896643029631756e7,2.1414170674567516e6,166447.40943793947,26.095277793733388,4.783718331590439e7,0.0022431214669338777,4.6310687280959785e-7,Inf,Inf,0.20623516607502496,7.2916315776592245e9,1.2952077904241708,4.235434668173667e6,4.57811697254726e6,1.4821049359588373e8,0.00010702954546161279,1.0456045834895786,4.8927397755747624e7,210.0
