O,O3,NO,NO2,NO3,O1D,N2O5,OH,HO2,H2,CO,H2O2,HONO,HNO3,HO2NO2,SO2,SO3,HSO3,NA,SA,CL,CH4,CH3O2,CH3OOH,HCHO,CH3NO3,CH3O,CH3O2NO2,CH3OH,times
5.501289624397734e-20,1.2790188205740665e-11,5.176231983894619e-9,1.8246770015877228e-9,5.982296246063199e-18,0.0,1.1318778885808025e-17,6.883919696984978e-22,3.347624220312236e-21,5.015247431593783e-7,2.157275862369132e-7,4.3750400071058007e-10,1.1420873251809448e-18,1.734924755339462e-18,4.135002460872432e-21,1.0030495650120363e-9,0.0,0.0,7.267485525615797e-18,1.5910528521076213e-19,0.0,2.023674552622416e-6,1.7135769713345682e-22,4.15589313376217e-20,1.3861568527319653e-8,4.204896051527798e-20,5.842455391006715e-26,4.50702786673822e-23,1.6789608506269708e-10,-390.0
5.469600233160496e-20,1.4591974591680958e-11,5.015978938172826e-9,1.844766826706341e-9,7.009642867942895e-18,2.578768568338697e-37,1.1697402671970611e-17,8.3834286963343655e-22,4.890374581849761e-21,5.016197375976579e-7,2.1616953573031976e-7,4.4286104125582363e-10,1.2027894537688671e-18,1.8464925101016358e-18,3.9314104853611216e-21,1.0032395538464165e-9,1.084927089555579e-25,1.1516800730106166e-30,7.767530714242033e-18,1.6125700765016738e-19,1.6082528650896512e-93,2.024699082571224e-6,2.712867121549781e-22,4.156680190576892e-20,1.4002865257582233e-8,4.2077472763931425e-20,3.353032144821428e-26,5.36983003702703e-23,1.6825792700829137e-10,-375.0
4.8793529057343635e-20,1.771035266502653e-11,5.0346493973137765e-9,1.6205962053285035e-9,7.71863692118977e-18,6.337537230372296e-26,1.2301004356745613e-17,1.656319313350116e-16,9.375258089923273e-16,5.016654003409863e-7,2.170379460116396e-7,4.4836368340817975e-10,9.596866999700862e-16,2.9510288044364726e-16,1.1058597563013844e-16,1.0033308938082896e-9,2.2351556539652778e-20,5.411322789317063e-24,8.56205583554395e-18,1.7033983942806915e-17,0.0,2.0259163524369047e-6,4.9227438302998174e-17,4.15696043867369e-20,1.4094479315700528e-8,2.1395199452173244e-19,8.988290912491516e-21,8.071564241795437e-18,1.719107903804693e-10,-360.0
5.002782400493001e-20,1.9010537427742365e-11,5.1632355624455075e-9,1.6828752133274927e-9,8.149209518661445e-18,5.596470919580772e-26,1.2152020378018455e-17,1.9281445899316907e-16,1.0867326845498499e-15,5.017265223648371e-7,2.1720543470069861e-7,4.4483957045260876e-10,4.389598360015119e-15,1.4195835594373476e-15,3.775886605349214e-16,1.0034530458532789e-9,1.0770176993368814e-20,2.4238425788486837e-24,9.144697664597282e-18,7.795741277361213e-17,4.261554754394731e-110,2.0271906247592402e-6,6.111850947853084e-17,4.171320472468501e-20,1.4419348479536846e-8,1.0694510507645992e-18,4.709507709296053e-21,1.101672538430166e-17,1.7516656415530154e-10,-345.0
3.8747061814580335e-20,1.8389537684079263e-11,6.7309859710893474e-9,1.251894993843514e-9,3.495825084972244e-18,4.22672383614097e-26,6.384984539474616e-18,1.7356646254109433e-16,6.899324716823014e-16,5.017571828624423e-7,2.179435033462483e-7,4.4393505461481106e-10,9.443228924723989e-15,1.9182031393595957e-15,2.1046752887192496e-16,1.00351491718392e-9,3.1238869615021675e-20,8.067751972056177e-24,9.392685073988097e-18,1.2795588142801996e-16,0.0,2.029098726544354e-6,3.580371272739074e-17,4.2026849633211364e-20,1.4415118650887055e-8,1.8731425822552166e-18,7.765683656681937e-21,3.50212302294115e-18,1.7747987644186238e-10,-330.0
3.6351272089999523e-20,1.8280843353814328e-11,5.505544412064993e-9,1.159859486503674e-9,4.935682040439621e-18,3.018633474419573e-26,5.618484894713078e-18,1.631666717119617e-16,7.342627663553198e-16,5.015766507710442e-7,1.892372208760093e-7,4.3280107999231254e-10,1.248405460637861e-14,2.5718197349654965e-15,2.4479128590332255e-16,1.0031538683298662e-9,0.0,0.0,9.766605718011578e-18,1.798212620269887e-16,1.0079497742796343e-125,2.058468409603219e-6,4.817034029810781e-17,4.204357037576399e-20,1.070378485240796e-8,2.598908979599065e-18,1.3055922660004382e-20,6.047049830304404e-18,1.5860057143002308e-10,-315.0
5.050433323528193e-20,2.5653154362749874e-11,3.3320126158573067e-9,1.5982088774000958e-9,1.0752239916434742e-17,3.515018208533767e-26,1.0329004847256394e-17,1.8344465375149662e-16,9.97525573029483e-16,5.00943546812888e-7,1.693135365644079e-7,4.3021777070665816e-10,1.4484492978870964e-14,3.61755665320122e-15,3.8169491815661306e-16,1.001886780361798e-9,0.0,0.0,1.2030739120409636e-17,2.3628553580619756e-16,0.0,2.085318683203606e-6,7.495859403831324e-17,4.2091625224353984e-20,8.841251373243785e-9,3.385459193683726e-18,0.0,1.2244414412836357e-17,1.4598112264463988e-10,-300.0
6.716531976111693e-20,2.8110782583717088e-11,1.9640966898600665e-9,2.070820708454008e-9,2.76240345252897e-17,4.520306894391281e-26,2.3138968983980926e-17,1.947966552728337e-16,1.5622004805147688e-15,5.001772347310966e-7,1.6143961020306954e-7,4.290452234588411e-10,1.5459237097341116e-14,4.943231983436255e-15,7.108759128945034e-16,1.000353554443459e-9,0.0,0.0,1.3314467113595049e-17,2.9336632518841434e-16,2.966339542516824e-138,2.1061126774874604e-6,1.3355817938537047e-16,4.2204347765449783e-20,7.737189128277746e-9,4.1511150647953274e-18,1.112106922312595e-20,3.0838193512547836e-17,1.4753274700459708e-10,-285.0
7.231520508844036e-20,3.4031302669009204e-11,1.78239591515728e-9,2.28484333096191e-9,5.057172760749863e-17,4.7448871740966536e-26,5.5157963871743014e-17,1.7503629773513267e-16,1.6854704139818788e-15,4.987862205104346e-7,1.5622900451988707e-7,4.472276281544249e-10,1.6691135981873245e-14,6.43481541487821e-15,1.1080209331909785e-15,9.97571330761631e-10,0.0,0.0,1.5938580855918304e-17,3.5181542348297344e-16,0.0,2.1248345925666994e-6,1.6004664249413506e-16,4.2531576928274883e-20,6.959135337722756e-9,4.9536320026925064e-18,5.140631310194174e-21,4.85252220306262e-17,1.457321586839494e-10,-270.0
7.528324044598237e-20,5.4993993614741374e-11,1.7392034927072341e-9,2.2035406764516216e-9,8.379472983931817e-17,1.7655843657933004e-25,1.141158347561785e-16,2.1259599322722392e-16,1.8753327839305893e-15,4.977311771348345e-7,1.5187228651758817e-7,4.499461036784192e-10,1.8295205271090517e-14,8.129157082516674e-15,1.3742353865167244e-15,9.954611999392704e-10,3.701643239001607e-20,8.489657366752506e-24,2.203335702174743e-17,4.221206751614017e-16,2.206995282342042e-150,2.1383815884897975e-6,1.9055707350492857e-16,4.302003854423504e-20,6.06875702272929e-9,5.890977051271751e-18,7.27809976945793e-21,5.936164640277235e-17,1.4305131221317506e-10,-255.0
8.68780432721615e-20,8.09147255556893e-11,1.5622565926848854e-9,2.273447188790478e-9,1.317709375099949e-16,5.797615600760309e-25,1.9256851763024045e-16,3.0043588035874373e-16,2.529517961662562e-15,4.969702472839236e-7,1.4757091285573385e-7,4.5578784788770313e-10,1.9873331898318298e-14,1.0270476495105676e-14,1.7948901426191995e-15,9.939391272403334e-10,2.890576740499297e-20,7.668330376882186e-24,2.708352430191895e-17,5.064783182334874e-16,0.0,2.1463723169327678e-6,2.7785975421403267e-16,4.3790962162752447e-20,5.64014913028238e-9,6.963287294677121e-18,6.530399151903301e-21,9.323034395785888e-17,1.4637990550770323e-10,-240.0
7.660980680988146e-20,1.1322136043940482e-10,1.3752146641482563e-9,2.3392164091895475e-9,2.1305564092598579e-16,1.4323748277873473e-25,3.204196754115167e-16,2.4741534712417935e-16,2.563667946995667e-15,4.967813211281931e-7,1.4483818819713978e-7,4.5672139816742275e-10,2.1507702790592756e-14,1.2891131950827795e-14,2.3962707481414718e-15,9.93560981170814e-10,0.0,0.0,3.3001449458834724e-17,6.08720866749877e-16,1.1836165299312916e-164,2.148153298309049e-6,3.1566522211146306e-16,4.5549975214633157e-20,5.36886018185291e-9,8.382194649348282e-18,1.2401202090449906e-20,1.1538420521697804e-16,1.417451617770772e-10,-225.0
9.052004083037301e-20,2.731708710975768e-10,1.3003751043362213e-9,2.3705521251212135e-9,5.544129995398272e-16,7.5277194911448615e-25,7.728079203504614e-16,2.8461875309944215e-16,2.7425544606177013e-15,4.96683550586413e-7,1.4305878430844543e-7,4.649384760103315e-10,2.3409638611017856e-14,1.5789719642303706e-14,2.7625642398336124e-15,9.933652579245631e-10,8.483947825119163e-20,2.0197243191971937e-23,4.76356826854189e-17,7.227822834559219e-16,0.0,2.1490748050958903e-6,3.4029128594572863e-16,4.7702163240851044e-20,4.925635526326467e-9,1.0014365978917672e-17,7.985012239903147e-21,1.235211809293054e-16,1.3506722224275005e-10,-210.0
9.738596106852275e-20,3.646036801598963e-10,1.2067674907912404e-9,2.406102847333644e-9,8.229135806857701e-16,1.1310271289643291e-24,1.2321279010680963e-15,3.4591374926917973e-16,3.403266427099555e-15,4.967140992689073e-7,1.420248082139897e-7,4.697627149595427e-10,2.4901085630142246e-14,1.8712241587110007e-14,3.161504469610038e-15,9.934261051718071e-10,1.833321894705731e-20,4.577914956374052e-24,6.316506428607967e-17,8.318482348818749e-16,0.0,2.151615354838758e-6,4.3468808057029957e-16,4.998597086406309e-20,5.036842665509358e-9,1.1446232705209176e-17,9.792466401523647e-21,1.573607183157234e-16,1.34017151738645e-10,-195.0
9.508577619016194e-20,4.503276391804217e-10,1.1919756674126258e-9,2.4684301907065208e-9,1.0789731475116214e-15,7.648926500504487e-25,1.8289310260427307e-15,3.2506031074623263e-16,3.3835727985094865e-15,4.96621203667659e-7,1.4197229031710533e-7,4.666393902756687e-10,2.6517251580963353e-14,2.2074865907856312e-14,3.615892677589889e-15,9.932401489094379e-10,0.0,0.0,8.600258215313665e-17,9.540913812376291e-16,3.4190245856928704e-188,2.155034921485217e-6,4.644937760767473e-16,5.316489457984026e-20,4.572344112257336e-9,1.315082849862938e-17,1.1766455917325497e-20,1.7618516914688935e-16,1.2869536002225182e-10,-180.0
1.0052445725160879e-19,5.212736101352782e-10,1.2448622408271978e-9,2.459111505879997e-9,1.2168068945031333e-15,1.047950162883197e-24,2.372978187424971e-15,3.5283837525107537e-16,3.4440589345298136e-15,4.964605800875392e-7,1.4306380839078414e-7,4.761076607987532e-10,2.8199389762094648e-14,2.5436296891879785e-14,3.8404181249699654e-15,9.929189043256223e-10,2.3848446732008613e-20,5.266745673111892e-24,1.1670076139109028e-16,1.0760841810006832e-15,0.0,2.157365340343127e-6,4.617808003641528e-16,5.627973476006106e-20,4.7077481465264476e-9,1.4892907683318844e-17,1.1753985211714066e-20,1.7413841174709554e-16,1.3087021306024576e-10,-165.0
1.1817868725995963e-19,7.682683478691564e-10,1.246205331279489e-9,2.5059121200016933e-9,1.8088706019432555e-15,2.1626549469919986e-24,3.5440651963430547e-15,4.833087006550286e-16,4.346105703034071e-15,4.963930765134027e-7,1.4387036465366737e-7,4.82604436272782e-10,3.061227846486819e-14,3.0329694976361846e-14,4.419353911842182e-15,9.927837253660697e-10,9.155343439758208e-20,2.1524590248542973e-23,1.689311337262996e-16,1.2503100182209918e-15,1.5498169794541602e-203,2.157181752021604e-6,5.96177180114491e-16,6.128795219526514e-20,4.853597025897633e-9,1.721538780641686e-17,1.2533085162825752e-20,2.24977554057614e-16,1.252450755717364e-10,-150.0
1.2045810089793231e-19,1.1049272737920148e-9,1.2833615212614516e-9,2.5798160586538017e-9,2.598122612376033e-15,1.7987970193775888e-24,4.8314068712366214e-15,4.968318042224175e-16,4.6577027424814545e-15,4.96312463400971e-7,1.4776775154844653e-7,4.839654709465199e-10,3.329511472665787e-14,3.576027677013463e-14,5.087512892329749e-15,9.926223897529852e-10,0.0,0.0,2.289383815188401e-16,1.4430591507910245e-15,3.4633531889911085e-208,2.1544701708614663e-6,6.681162762785991e-16,6.775632983932645e-20,4.544640945555855e-9,1.988971132662235e-17,1.954518555730368e-20,2.6582953658884855e-16,1.2541245189471682e-10,-135.0
1.486037559026739e-19,1.4683815598157273e-9,1.3168249675880098e-9,2.6980270349787263e-9,3.4894443937795254e-15,3.342178851154617e-24,6.549494413255625e-15,6.094307977773886e-16,5.070505355827027e-15,4.962192426948652e-7,1.5357737671123976e-7,4.851052210652966e-10,3.596904483520137e-14,4.131597167434542e-14,5.575316916697981e-15,9.924358184612163e-10,1.0922342339362816e-19,2.5608727506872092e-23,3.04082338835339e-16,1.6257560781299409e-15,3.2222580714438065e-212,2.1495274684508896e-6,7.159255748498399e-16,7.346084468622851e-20,4.6055144940026e-9,2.2405726503266498e-17,1.699630997639331e-20,2.9503691191059845e-16,1.2752159820191336e-10,-120.0
1.5749258599879373e-19,1.340555162960675e-9,1.4149685558206275e-9,2.7793504052228077e-9,3.08453560510374e-15,3.945096736392735e-24,7.490662496420017e-15,6.850270772251966e-16,5.2147781735331126e-15,4.96167189932552e-7,1.6361536816081766e-7,4.874568163713345e-10,3.9283013669107684e-14,4.792506787609504e-14,6.097472650280742e-15,9.923318117825825e-10,4.5853089566549496e-20,7.826843527415384e-24,3.926871755865099e-16,1.8362834154965703e-15,3.03796198007015e-216,2.144722629702276e-6,7.455632969902449e-16,8.032586214085908e-20,4.31579588796115e-9,2.533890986260756e-17,2.065376937074922e-20,3.1757541400889065e-16,1.2590601877488338e-10,-105.0
1.31447956991699e-19,1.2164970494129253e-9,1.5598397088740161e-9,2.8424046666353775e-9,2.6128359606849273e-15,1.951332332462916e-24,7.67731194864644e-15,5.189971633903931e-16,4.1545324638626705e-15,4.961120933855098e-7,1.7526071144689705e-7,4.90403460173234e-10,4.276650860707636e-14,5.436496995671021e-14,6.24715609137042e-15,9.922219059666218e-10,6.903853395823734e-20,1.630655531154463e-23,4.871485367916984e-16,2.0353960536138545e-15,1.6371214906407958e-220,2.141878674125447e-6,5.918941940908283e-16,8.53616600736677e-20,4.0809452608554256e-9,2.8304138706362254e-17,2.4688246566463045e-20,2.656220170304604e-16,1.2236728586894736e-10,-90.0
1.2595645763477922e-19,7.796005994463007e-10,1.6209302079862119e-9,2.9299484871762964e-9,1.7235369772570383e-15,1.6650111049628707e-24,6.954457125525037e-15,4.1201141180060495e-16,3.24047390039213e-15,4.961052153845885e-7,1.8424099894272608e-7,4.974720031455228e-10,4.5282992691101565e-14,5.89304075867589e-14,5.674010139600468e-15,9.922081289523623e-10,0.0,0.0,5.766329426561071e-16,2.1739372092739092e-15,0.0,2.1440303860191616e-6,4.171433636438171e-16,8.798317318745112e-20,4.094293811345858e-9,3.072215171220019e-17,2.0031451676242148e-20,1.8966205427448244e-16,1.180350107697555e-10,-75.0
1.1238672196718682e-19,6.371631814132249e-10,1.7928135751579206e-9,3.08203598130791e-9,1.3390483556707298e-15,5.842553238274628e-25,6.116898369279054e-15,2.8036079120609884e-16,2.321694622934352e-15,4.961339052868607e-7,1.9355430883247022e-7,4.998077301474755e-10,4.75154386743537e-14,6.28436390040697e-14,4.962187129773545e-15,9.922657063684176e-10,5.906755041033713e-20,1.4445707780259974e-23,6.586371213780712e-16,2.2841667531126877e-15,3.1114561815351994e-238,2.148297651491821e-6,2.822915773213186e-16,8.925452180958172e-20,4.164447416952135e-9,3.241384570530024e-17,1.2858087980896178e-20,1.3814560240806158e-16,1.1601254214614879e-10,-60.0
1.274517307272858e-19,8.223143051329926e-10,2.0162854045669734e-9,3.2200811008861663e-9,1.605904616267852e-15,1.2487396165692029e-24,5.94652392467628e-15,2.8501349613308044e-16,1.949781503941938e-15,4.959088218414469e-7,2.0611006786507558e-7,4.953679766301856e-10,4.957725190724477e-14,6.619289332902122e-14,4.183713937868551e-15,9.918157541298755e-10,3.0474442875437217e-20,8.200485319967127e-24,7.377984112741847e-16,2.3755075468059155e-15,0.0,2.151796357851406e-6,2.288716338464314e-16,8.994220955918521e-20,4.0602789680522524e-9,3.375508441582147e-17,1.3459676691947252e-20,1.1422186693629424e-16,1.1814457854521145e-10,-45.0
1.3298506139874766e-19,9.469333474989417e-10,2.006932009975979e-9,3.2642287988429423e-9,1.8478659077238276e-15,1.421607979849837e-24,6.1490349867202425e-15,2.902452570668079e-16,1.959718841059632e-15,4.959091136117e-7,2.0593918847754132e-7,5.009936927151854e-10,5.171770996692251e-14,6.972576331278077e-14,3.742741253245966e-15,9.918162300328647e-10,1.3065235053403355e-20,2.7038484275217206e-24,8.176613408368188e-16,2.4720301111068685e-15,0.0,2.149415571564101e-6,2.3607454494799373e-16,9.08090187381698e-20,4.037541782148986e-9,3.511071660756378e-17,1.0169678993544419e-20,1.1819901587624562e-16,1.192804464593198e-10,-30.0
1.2995059522111413e-19,9.826251186803439e-10,2.605020759538691e-9,3.1601818352011266e-9,1.3336660864261475e-15,1.4050482985943602e-24,5.272294533419446e-15,2.747543778851392e-16,1.3588489405056198e-15,4.957524764416885e-7,2.0270383512585183e-7,5.066183676097771e-10,5.5106036706470195e-14,7.316029268736412e-14,2.8977592733928538e-15,9.915042647382854e-10,0.0,0.0,8.836984350999405e-16,2.5674850913752918e-15,2.5848022870485297e-266,2.132690723383471e-6,1.5580041977408492e-16,9.071133883804971e-20,4.242241565726008e-9,3.654053287455529e-17,2.15250799941943e-20,7.517203101147507e-17,1.1524624864288448e-10,-15.0
1.2944690811205535e-19,1.0015103359968167e-9,3.0320916800687938e-9,3.286240465580054e-9,1.2925434131963274e-15,1.1250900799443633e-24,4.860876292172946e-15,2.1176867969453968e-16,9.58531523380167e-16,4.957441587803869e-7,2.000485910043718e-7,5.066057375726285e-10,5.810666699833266e-14,7.601508472117448e-14,2.278518654502381e-15,9.914882112615532e-10,0.0,0.0,9.449748100124839e-16,2.643810467873022e-15,7.61984886497125e-270,2.11854580432544e-6,1.1078342741941397e-16,9.062196951324666e-20,4.092716090107807e-9,3.784872172621014e-17,7.40120818162896e-21,5.773230975608594e-17,1.1282046089218691e-10,0.0
1.4791542142315556e-19,1.3522847507122516e-9,3.0257419196339968e-9,3.4132081536226684e-9,1.8122888330277013e-15,1.7066537271931917e-24,5.5019642738580315e-15,2.5184163371967354e-16,1.115920116531101e-15,4.956732699361277e-7,1.9816312696465843e-7,5.118821254469599e-10,6.08215350102976e-14,7.911354528453621e-14,2.0729390028090093e-15,9.91346329667925e-10,2.8011159493587305e-20,6.4553122457774536e-24,1.0169827296614226e-15,2.7249815812254537e-15,1.770705883381274e-273,2.107258833462418e-6,1.3156756510975804e-16,9.088293517485047e-20,4.23715900692422e-9,3.894986821918019e-17,9.982525945202848e-21,6.80401903631903e-17,1.0951726078430296e-10,15.0
1.3289668825786628e-19,9.810726780037662e-10,2.986179400755781e-9,3.331250855452655e-9,1.3175257100674162e-15,1.1530215689664156e-24,5.203649660658444e-15,2.0472570203656129e-16,9.568784533124802e-16,4.957570539952145e-7,1.9626353695405363e-7,5.118402612327445e-10,6.312390112154567e-14,8.171201995680738e-14,1.8652157505904375e-15,9.915138468356501e-10,1.945883383367527e-20,4.522806798712284e-24,1.0871278488831725e-15,2.7943848034125355e-15,2.464422336050787e-277,2.101114347712645e-6,1.1060165378361434e-16,9.109746949978906e-20,4.1284237015341546e-9,3.9938912312627163e-17,5.2487544505950436e-21,5.637069109534605e-17,1.0923811099075568e-10,30.0
1.6788359387914444e-19,1.0223297006723548e-9,2.9075903767394607e-9,3.3180193874688534e-9,1.4103180991864215e-15,3.4122551849775326e-24,5.162377742879464e-15,4.213824553268874e-16,1.7754500608237194e-15,4.959155193752091e-7,1.9530720076181288e-7,5.313318153578496e-10,6.62506108216911e-14,8.536785304123394e-14,1.9654001298356987e-15,9.918306652657231e-10,1.3688796109231896e-20,5.09837035226526e-24,1.1576281961104517e-15,2.891282289674974e-15,5.805051238452805e-281,2.090826987130377e-6,2.0892468993969215e-16,9.139948067754663e-20,4.6112659350656795e-9,4.112405907539797e-17,1.1191370683676309e-20,1.0182476715944696e-16,1.1333228373435309e-10,45.0
1.5603640420013263e-19,1.1401518359225833e-9,2.767854716897019e-9,3.3704421469173643e-9,1.6534387639993232e-15,2.453787085540157e-24,5.4545273902154564e-15,3.6107228922140114e-16,1.7067350690273172e-15,4.959641493735499e-7,1.927426496909919e-7,5.389344897772759e-10,7.051709886009001e-14,9.060029959614339e-14,2.4366843522122827e-15,9.919277030938782e-10,0.0,0.0,1.2304428196247949e-15,3.0311254563795174e-15,8.29464258260039e-285,2.0844495452906915e-6,2.138811973094618e-16,9.229132657134399e-20,4.448133195474629e-9,4.3078354501728966e-17,1.0636834115779405e-20,1.1251492408657232e-16,1.1836295378080386e-10,60.0
